text,risk_label,risk_label_name,risk_category,severity,action_taken,language,source_type,record_id,text_clean,text_hash,group_id,cv_fold,split
i read the article twice; the part about the pricing model was the most useful. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01706,i read the article twice the part about the pricing model was the most useful in my opinion,340d1749ebc91f278edbd7ae21495233320129011056f00ac541c6deb3eb1e2b,340d1749ebc9,2,train
"personally, the dataset shows the final section even though i disagree with one part.",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01707,personally the dataset shows the final section even though i disagree with one part,fccc87a07659cd9abfae82e455a85e19ec5aa226bafad1346b9475ef4bbd75d4,fccc87a07659,1,train
"personally, i checked the examples; the part about the final section was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01708,personally i checked the examples the part about the final section was the most useful honestly,14ba6940083203c10c66789236bcd5d2c50b07d0dc2f24477cc22bbb8b371ef7,14ba69400832,1,train
"personally, the song explains the main idea without making the discussion too complicated. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,keyboard_message,SENDWISE-01709,personally the song explains the main idea without making the discussion too complicated honestly,74ea9a60325ecba4dd73eefb080f2c0fe266e370d98721a7cdd938329eafe1ec,74ea9a60325e,3,train
"personally, the presentation illustrates the main idea but i would like more evidence.",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,forum_reply,SENDWISE-01710,personally the presentation illustrates the main idea but i would like more evidence,22f05a856003b529b7588d2a4f05ed8bba2985cb8d846b3004ac0c4f9af3603b,22f05a856003,5,train
the presentation compares the performance numbers without making the discussion too complicated. from my experience,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01711,the presentation compares the performance numbers without making the discussion too complicated from my experience,26d5fc1a5ae128797645216fcb47330929dca0dd9aa76d5f5afb0f94afca7f45,26d5fc1a5ae1,5,train
get off my profile you absolute fucking joke???,1,Risk-Detected,harassment,medium,sent_unchanged,English,short_message,SENDWISE-01712,get off my profile you absolute fucking joke,5ec13ee6c909296c56e78209a1002d1d10e76999f12685645d5ec51265c6eb92,5ec13ee6c909,4,train
"from my side, the video describes the test results but i would like more evidence. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01713,from my side the video describes the test results but i would like more evidence after trying it,bde33e5cb7c19f097ac282cf34ed4cdaca9516e140cc4e1a17a410ba0e93aff6,bde33e5cb7c1,3,train
i went through the report; the part about the last example was the most useful. after trying it,0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-01714,i went through the report the part about the last example was the most useful after trying it,cfacb7a54cf1e14679d191b0f0f86587f714a7653899768985d368ca1ccfc32f,cfacb7a54cf1,4,train
the product illustrates the underlying assumptions better than i expected. from my experience,0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01715,the product illustrates the underlying assumptions better than i expected from my experience,f855b8a155feab877702b769803e852fd6dfde598e0480e5db5579fb862486b0,f855b8a155fe,5,train
the interface describes the previous version with enough detail. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01716,the interface describes the previous version with enough detail in my opinion,d07b449bcb0373a91fe5acced186dccad2555e9c08f61d152e81779728506ebb,d07b449bcb03,1,train
"personally, the song presents the user interface without making the discussion too complicated. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01717,personally the song presents the user interface without making the discussion too complicated from my experience,91080b233fde2900792723c9f6c1ebb62749c6f1100778bb0756e0e98f987147,91080b233fde,5,train
"personally, the app describes the last example after a little bit of context.",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01718,personally the app describes the last example after a little bit of context,0e7f627f20566631dd50c5ed48889db8f1636e3d55b8b0febb60132999effcfd,0e7f627f2056,5,train
i would like to see a little more detail about the pricing model before making a decision.,0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-01719,i would like to see a little more detail about the pricing model before making a decision,ce18fa0f68ec097029b6ba3468efb8b0995e60df43cfa2937fd1dae91f0a6b5f,ce18fa0f68ec,5,train
"honestly, the article demonstrates the design choices but the examples could be stronger.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01720,honestly the article demonstrates the design choices but the examples could be stronger,09fdf7cc69c9f93efdde1190de8fe1d0bfbaf50d20aefaf0e345cdde0cb59898,09fdf7cc69c9,3,train
"personally, could someone share a source for the claim about the main idea? based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,short_message,SENDWISE-01721,personally could someone share a source for the claim about the main idea based on what i saw,be5ad55de4c12afdf199423daf1743c8ee2432f61e8553236230c3a702fba651,be5ad55de4c1,4,train
the review explains the performance numbers with enough detail.,0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01722,the review explains the performance numbers with enough detail,39063002566bde81390b21e1211c4743fdf1fc6159147886e3f4dd17c23c9a1f,39063002566b,4,train
i read the final section; the part about the final section was the most useful. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01723,i read the final section the part about the final section was the most useful for my use case,c10659aab34412aaa6081b8b8827adc9d29eb249ef087c7bfbc85d4b4510223b,c10659aab344,5,train
"honestly, the interface introduces the last example without making the discussion too complicated. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01724,honestly the interface introduces the last example without making the discussion too complicated for my use case,2118195b9c387b376c7615b40d643a328ef0bada75ab2f684369cc4617fe2220,2118195b9c38,3,train
"honestly, the main issue is the main idea; everything else looks reasonably well presented. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_reply,SENDWISE-01725,honestly the main issue is the main idea everything else looks reasonably well presented honestly,d69d28b6377eca16f18381ee398401e69a1d5bc7f550cb6beabaeed6274ec28a,d69d28b6377e,1,train
"from my side, i disagree with the conclusion, but i think the author makes a fair point about the installation process. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01726,from my side i disagree with the conclusion but i think the author makes a fair point about the installation process in my opinion,4b494aee176d92e7f0f642d7c02de644980739b6629e4e00f0a106a91c2eba14,4b494aee176d,5,train
"personally, i checked the examples; the part about the test results was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01727,personally i checked the examples the part about the test results was the most useful,dc3bb9a60ac253fbc5cff376dbe5e253020ab96e9c0408b2bc5993f2d16e8dd4,dc3bb9a60ac2,2,train
"honestly, the post tests the installation process after a little bit of context. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01728,honestly the post tests the installation process after a little bit of context from my experience,97c7e20f03be1c5ca18bee335afecafb80b81482a655d0a869dbdb72a4725630,97c7e20f03be,1,train
"honestly, the dataset shows the main idea but the examples could be stronger. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_comment,SENDWISE-01729,honestly the dataset shows the main idea but the examples could be stronger honestly,69f84d7a694773c2746d747274963f7adeb9158d0d0f50c3cb3b77167651e6aa,69f84d7a6947,5,train
"im not interested, stop turning every reply sexual lmao!!!",1,Risk-Detected,sexual_content,medium,edited,Hinglish,social_media_comment,SENDWISE-01730,im not interested stop turning every reply sexual lmao,5ab28a14cd3715cf0dd693856826a1e7a5cfbd47f9c43f63db42d4cf0a3b00a9,5ab28a14cd37,4,train
"honestly, the new release demonstrates the pricing model although a few parts need clarification. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01731,honestly the new release demonstrates the pricing model although a few parts need clarification from my experience,2cf8a8467a7e55d4b4f09e5ef62d6c418d59eb83a8fcdb3159f3663096b5d95f,2cf8a8467a7e,3,train
"honestly, the movie compares the user interface although a few parts need clarification. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01732,honestly the movie compares the user interface although a few parts need clarification from my experience,b0d7c4ed7f911d2879352cf19f5fec7d921b56e4b62fe780fa7ae6fb07791517,b0d7c4ed7f91,4,train
"from my side, the review describes the main idea even though i disagree with one part. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,chat_message,SENDWISE-01733,from my side the review describes the main idea even though i disagree with one part based on what i saw,54d1a8678a72339046ac84b8e1d7377313c148e84ee21b3091840b6d476e08d6,54d1a8678a72,5,train
"stooop asking for private content, in the direct messages",1,Risk-Detected,sexual_content,medium,edited,English,youtube_reply,SENDWISE-01734,stooop asking for private content in the direct messages,49b6c1a087d99876269ff4815137e740daa3a09f82b92a32b08e41fdf6b943d4,49b6c1a087d9,3,train
i watched the demonstration; the part about the practical limitations was the most useful.,0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01735,i watched the demonstration the part about the practical limitations was the most useful,7321c37545db3ea607020380b851d4a30ce642fad8085e3588caac742b865b5e,7321c37545db,1,train
"personally, people can criticize the app without turning the discussion into a personal attack. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,social_media_comment,SENDWISE-01736,personally people can criticize the app without turning the discussion into a personal attack for my use case,9fc24adc44c8219815c2f8bddaa384efea08c0d9a152ad9851790a0ba6ba3f67,9fc24adc44c8,4,train
go back to your own community!!,1,Risk-Detected,hate_speech,high,sent_unchanged,English,social_media_comment,SENDWISE-01737,go back to your own community,47f38132677baa7bd64f0afe58ad8cd33296bd68511d9b4de22763f720430615,47f38132677b,5,train
"personally, people can criticize the tutorial without turning the discussion into a personal attack. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_reply,SENDWISE-01738,personally people can criticize the tutorial without turning the discussion into a personal attack after trying it,b6e8cb6ca5b30bb08f919df3273aa95a17eb8540d16e5aadca1ff34a2a7e20b0,b6e8cb6ca5b3,1,train
"honestly, the demo explains the final section in a way that is easy to follow. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01739,honestly the demo explains the final section in a way that is easy to follow after trying it,cf9bfd5a3bf0cde119600741e9de8084de8ab2844b1d455f07036637f7c805f4,cf9bfd5a3bf0,4,train
"personally, the post covers the performance numbers even though i disagree with one part. for my use case",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01740,personally the post covers the performance numbers even though i disagree with one part for my use case,f56efa10a86a5b8400a4df09c7fd8e05bc74f3bb1202dc8864be865f60732a5d,f56efa10a86a,3,train
the comparison explains the installation process better than i expected. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01741,the comparison explains the installation process better than i expected for my use case,b1bfec05e9101483c3815d1a1cdd67a795bf68a3a5af11d83ee7d01b9dc12df5,b1bfec05e910,1,train
"from my side, has anyone checked whether the main idea changes when the input data is different?",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,chat_message,SENDWISE-01742,from my side has anyone checked whether the main idea changes when the input data is different,ecae1c62db0c04dc50cec8634221d98f712695aea95c62763018b7af6b039bd5,ecae1c62db0c,5,train
"honestly, the dataset illustrates the installation process although a few parts need clarification. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01743,honestly the dataset illustrates the installation process although a few parts need clarification honestly,1a85c57b001d45eb628a4e6b175ad1d0734c28171e0470f281fe0840b0f7cc74,1a85c57b001d,4,train
the dashboard examines the configuration steps quite clearly. after trying it,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01744,the dashboard examines the configuration steps quite clearly after trying it,6defa3725fa5b7945d0442f1ae464c94d56714308d6ab47a8ad33205f6d03d6a,6defa3725fa5,3,train
"honestly, i looked at the screenshots; the part about the installation process was the most useful. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-01745,honestly i looked at the screenshots the part about the installation process was the most useful based on what i saw,c12b03c4470c03173514081204466b8499ba10a6041945466cfc222d98a787fa,c12b03c4470c,2,train
"honestly, the app explains the last example but i would like more evidence.",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01746,honestly the app explains the last example but i would like more evidence,28e0516d700414e7ea2db0fb74790f94a8ecdc59b27305faf908d3d1b05a7cce,28e0516d7004,3,train
i tested it on my phone; the part about the comparison with older tools was the most useful. from my experience,0,No-Detected-Risk,non_risk,none,no_intervention,English,keyboard_message,SENDWISE-01747,i tested it on my phone the part about the comparison with older tools was the most useful from my experience,5753505b1764bf6ee7bb9c44316001fdf5cb5b33878e1d70b31901c0cb6d9f8b,5753505b1764,3,train
"honestly, the feature introduces the last example quite clearly.",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,social_media_comment,SENDWISE-01748,honestly the feature introduces the last example quite clearly,f8700fb41709f782b34c081ea5c49a96e172c915e6d7b0137eeca26c84135f62,f8700fb41709,4,train
"from my side, the experiment introduces the practical limitations without making the discussion too complicated. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01749,from my side the experiment introduces the practical limitations without making the discussion too complicated based on what i saw,2a255a0018f7aa79961c11889afe65c5f921fc4c3daf0c8d7cd70ec89dfaa43a,2a255a0018f7,4,train
the product shows the configuration steps but the examples could be stronger. after trying it,0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-01750,the product shows the configuration steps but the examples could be stronger after trying it,46777933711350c732929a325fc8312b7ed5cf9f306d0811cb79ac09a2f3ecd7,467779337113,2,train
"personally, the article demonstrates the last example after a little bit of context.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-01751,personally the article demonstrates the last example after a little bit of context,0a321c89e47d570cdd61f0baded01ff28d34d952dfa9b81e9a874e0e1d020a1e,0a321c89e47d,2,train
the main issue is the performance numbers; everything else looks reasonably well presented. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,forum_reply,SENDWISE-01752,the main issue is the performance numbers everything else looks reasonably well presented honestly,47d32ccb88dd95e518da16dda6e391017aad29f1bab807b7225d496cc53c81ce,47d32ccb88dd,5,train
"personally, people can criticize the article without turning the discussion into a personal attack. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,chat_message,SENDWISE-01753,personally people can criticize the article without turning the discussion into a personal attack from my experience,b5111e499865d5c9d16b494a83db8e709c139678191b4aeeb3477fdfa44b22d3,b5111e499865,4,train
"personally, the dashboard examines the user interface after a little bit of context. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01754,personally the dashboard examines the user interface after a little bit of context honestly,0d20dda3e00596f8e1bb6080008916f58e0ddbd261a629e0af3688734fddaf2e,0d20dda3e005,2,train
"personally, i prefer the previous version because the configuration steps was easier to understand there. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01755,personally i prefer the previous version because the configuration steps was easier to understand there based on what i saw,3bde4e4cd7ae9499d938056bfa337d64eae4e852139ec31595cee4a8e5fc8f59,3bde4e4cd7ae,4,train
the article discusses the previous version even though i disagree with one part.,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01756,the article discusses the previous version even though i disagree with one part,ad0e5f24bad10244a118170164c315832d009c441c350c9444bd11cc47785a92,ad0e5f24bad1,3,train
"honestly, the feature discusses the test results and the conclusion is reasonable. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,keyboard_message,SENDWISE-01757,honestly the feature discusses the test results and the conclusion is reasonable honestly,c1d9036d878ae240fd1adfce2056a60d5bf99b1c405f696e590f06093b3433b3,c1d9036d878a,1,train
"from my side, i read the documentation; the part about the methodology was the most useful.",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01758,from my side i read the documentation the part about the methodology was the most useful,9b65d11bc9592cdd84873b0278e7e03897ebaa065bd29bafdbd070a7230946d2,9b65d11bc959,4,train
"personally, i watched the whole thing; the part about the installation process was the most useful. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01759,personally i watched the whole thing the part about the installation process was the most useful after trying it,741d1c080b8c54bc55db8448206d2d4b9d5a870e503f7da9be6f65cc87733f70,741d1c080b8c,4,train
stooop before this becomes a much bigger problem 🤡,1,Risk-Detected,threats,medium,sent_unchanged,English,chat_message,SENDWISE-01760,stooop before this becomes a much bigger problem,035b9b90bbfab2d8b51778f91098e8667c40851b2a02d620cee1d5f6b003ab97,035b9b90bbfa,4,train
"honestly, i went through the report; the part about the installation process was the most useful. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01761,honestly i went through the report the part about the installation process was the most useful after trying it,0a4cd9bd444f7f34074f51aa320503742d98a15bf2d5292c8d8cd340f935ea54,0a4cd9bd444f,5,train
"from my side, i opened the new version; the part about the test results was the most useful. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01762,from my side i opened the new version the part about the test results was the most useful in my opinion,dcd9df2c83b043140ec7c0269062cd6d87368dd4923d4b6b1b7364cf8f846954,dcd9df2c83b0,4,train
could someone share a source for the claim about the previous version? for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01763,could someone share a source for the claim about the previous version for my use case,e90d7ef4f00e47a6067ab39ec5e78a38652055ea9674d631a9e21b17db2c5168,e90d7ef4f00e,2,train
i tried the suggested method; the part about the user interface was the most useful. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01764,i tried the suggested method the part about the user interface was the most useful honestly,1569f70636ef8a8f7d80a5ebe9faf83b0e5f574abf7db76d99c9b38a878b29e7,1569f70636ef,2,train
"from my side, the update reviews the main idea without making the discussion too complicated. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,keyboard_message,SENDWISE-01765,from my side the update reviews the main idea without making the discussion too complicated in my opinion,efc818984f830c241a4148d583484fb300fe16b600f1d5e4e3d3b3d3bd952242,efc818984f83,5,train
"from my side, i checked the examples; the part about the user interface was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01766,from my side i checked the examples the part about the user interface was the most useful honestly,7108b62b07933c5e07274d91417ece748d05edd6ec0d9a6f4423c6b24aad7987,7108b62b0793,3,train
i checked the numbers; the part about the installation process was the most useful. honestly,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01767,i checked the numbers the part about the installation process was the most useful honestly,f4eb6ba3525f818d72d0459207a96d6ac37bb05372c87c6c1ecbbe47deaeee17,f4eb6ba3525f,4,train
take your garbage somewhere else you complete dickhead,1,Risk-Detected,harassment,low,edited,English,youtube_comment,SENDWISE-01768,take your garbage somewhere else you complete dickhead,6bf190a9fed5c3b2785aa66fa61903d8bc553ed83ae91e4709a440f1b20cd533,6bf190a9fed5,1,train
"from my side, i tested it on my phone; the part about the previous version was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01769,from my side i tested it on my phone the part about the previous version was the most useful honestly,f4b6755f217df04db3c56e26da4e765be9122b3024b0a8dcc3f8891ed7fd77d0,f4b6755f217d,3,train
"personally, the documentation examines the previous version without making the discussion too complicated.",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01770,personally the documentation examines the previous version without making the discussion too complicated,78d871ea9daa1b23f637acfea27ea942b7f12b148302cbaea1f66e20d6decefc,78d871ea9daa,1,train
the product discusses the user interface in a way that is easy to follow. for my use case,0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01771,the product discusses the user interface in a way that is easy to follow for my use case,d742a71050b4e228e9ef787984aac9f3b103151e2a8c6d4c1b516d967da71233,d742a71050b4,5,train
i compared both versions; the part about the main idea was the most useful. based on what i saw,0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,forum_reply,SENDWISE-01772,i compared both versions the part about the main idea was the most useful based on what i saw,5a22ae9d4fbff602669ded90d9b7919a4e1b93485e899266f9c84050de9370a3,5a22ae9d4fbf,5,train
"honestly, i compared both versions; the part about the performance numbers was the most useful. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01773,honestly i compared both versions the part about the performance numbers was the most useful after trying it,9fb8a949d61ac8ada3c7eb27404649db5d30cd0297556e8d23518f1f2e8f60d1,9fb8a949d61a,4,train
"personally, i prefer the previous version because the main idea was easier to understand there. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,social_media_comment,SENDWISE-01774,personally i prefer the previous version because the main idea was easier to understand there based on what i saw,a729c82c8682fba1ec98c6421d760d6a008b891d91c5fbd3a294459bb6b915c5,a729c82c8682,3,train
"honestly, the new release illustrates the underlying assumptions in a way that is easy to follow. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01775,honestly the new release illustrates the underlying assumptions in a way that is easy to follow based on what i saw,3321892fbfac3f531b194c15fd4676a6f7b89136112d94086f986e8fe853978a,3321892fbfac,5,train
"honestly, people can criticize the comparison without turning the discussion into a personal attack. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_reply,SENDWISE-01776,honestly people can criticize the comparison without turning the discussion into a personal attack from my experience,2951d0adb15f8f9971b3cf2fd7b94cf42a5d68d684fdf97ad346df207b40b34b,2951d0adb15f,3,train
"from my side, the review explains the final section even though i disagree with one part. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01777,from my side the review explains the final section even though i disagree with one part based on what i saw,7ab276f756548936ea5a8a8433a0da5ded51aaf81188b4467f58dba995e8c6cc,7ab276f75654,3,train
"your comments about my body are fucking disgusting 💀, in the replies",1,Risk-Detected,sexual_content,high,edited,English,forum_reply,SENDWISE-01778,your comments about my body are fucking disgusting in the replies,ccff4872f380bdd1386de35cf60f98038775a5d2c9c93f3d84db9d04d6ff663f,ccff4872f380,5,train
dont test my patience lmao,1,Risk-Detected,threats,high,edited,English,social_media_comment,SENDWISE-01779,dont test my patience lmao,8ca9629d657d433801ba0397c0be89850acbf3d049655215396a99567c8922a8,8ca9629d657d,1,train
"from my side, the presentation illustrates the user interface after a little bit of context. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01780,from my side the presentation illustrates the user interface after a little bit of context from my experience,a7b94a4d0b8c0d97d925c9f7afb7fb3f343d3dde2efa86e9c76e331249323ce7,a7b94a4d0b8c,2,train
"personally, the app shows the installation process with enough detail. based on what i saw",0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01781,personally the app shows the installation process with enough detail based on what i saw,1a92a290448f3dd65cae9df22f16fd269702ded20fb6a38f79c7ed54739017d3,1a92a290448f,4,train
"honestly, i would like to see a little more detail about the performance numbers before making a decision. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01782,honestly i would like to see a little more detail about the performance numbers before making a decision from my experience,065af974a62689a9fcf553071446a68a4d45b941cec621d99c6ddd17dfa86108,065af974a626,1,train
"honestly, i read the documentation; the part about the user interface was the most useful. from my experience",0,No-Detected-Risk,non_risk,none,no_intervention,English,chat_message,SENDWISE-01783,honestly i read the documentation the part about the user interface was the most useful from my experience,592d6dda23e5cb70445c875ca98dc4c9a77fa6d21a4e6743da534be8c8a2f531,592d6dda23e5,1,train
i watched the demonstration; the part about the installation process was the most useful. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01784,i watched the demonstration the part about the installation process was the most useful in my opinion,b0d09fc11c8777b3e59f97215bc1cefc9e71400c082d6ca55ba0531037a9f2a4,b0d09fc11c87,5,train
"you keep sending abusive messages after being blocked. take your garbage somewhere else, on this post",1,Risk-Detected,harassment,high,edited,English,chat_message,SENDWISE-01785,you keep sending abusive messages after being blocked take your garbage somewhere else on this post,e9af48db7b941a125c61edb36fe6986ad4ca821d9f37d712e6eef1f41d606c31,e9af48db7b94,5,train
"from my side, the article covers the user interface with enough detail.",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01786,from my side the article covers the user interface with enough detail,faa6dfc4573ab7751acb0b9f7e76990017b7a03a1e3454e0937c71bb08e07c8e,faa6dfc4573a,1,train
the presentation introduces the user interface quite clearly. after trying it,0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01787,the presentation introduces the user interface quite clearly after trying it,598a362fc824bdc2c54771ee2e00811f41b5dd74c8f584b2a6d58c57d16f6130,598a362fc824,1,train
"personally, i looked through the comments; the part about the main idea was the most useful. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,short_message,SENDWISE-01788,personally i looked through the comments the part about the main idea was the most useful honestly,fa3003726fd099583486afe87d0647960dfe45f00dfaf5ddfbec0f6830369dbd,fa3003726fd0,3,train
"personally, the thread explains the final section but i would like more evidence. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_reply,SENDWISE-01789,personally the thread explains the final section but i would like more evidence honestly,6bd22a929a9725cc00eceeddcc70ea8f81807e96a202e0ab54453e59247f6d0d,6bd22a929a97,2,train
i need someone to stay with me right now???,1,Risk-Detected,self_harm_risk,high,edited,English,chat_message,SENDWISE-01790,i need someone to stay with me right now,152614f2dd70e6c27ad9e3a62c69fb718389fd32a21222c97065842204eef83d,152614f2dd70,3,train
the post introduces the performance numbers with enough detail. based on what i saw,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01791,the post introduces the performance numbers with enough detail based on what i saw,066c3463717c4fc046a01358b9e1ce7d1b3dee374e81168de86c47894bd3759d,066c3463717c,1,train
"from my side, i came here for the song and ended up learning more from the replies. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,short_message,SENDWISE-01792,from my side i came here for the song and ended up learning more from the replies in my opinion,3919d854cb41496f5ad99e81b9a485488ca1ac00cc6fae01e2337759493081ad,3919d854cb41,1,train
i tried the suggested method; the part about the last example was the most useful. in my opinion,0,No-Detected-Risk,non_risk,none,no_intervention,English,forum_reply,SENDWISE-01793,i tried the suggested method the part about the last example was the most useful in my opinion,56bb2c8a7d08ce14c4ae3a184792ea9aecfad78c048cc6bd1e6181839e1d948a,56bb2c8a7d08,5,train
"honestly, i tested it on my phone; the part about the methodology was the most useful. after trying it",0,No-Detected-Risk,non_risk,none,no_intervention,English,social_media_comment,SENDWISE-01794,honestly i tested it on my phone the part about the methodology was the most useful after trying it,f72a6ae168dd0ebe1b51e9b5ec1eb46cfc1070cbd03dcf18861d459e63bfc513,f72a6ae168dd,3,train
"honestly, the tutorial discusses the underlying assumptions with enough detail. honestly",0,No-Detected-Risk,non_risk,none,no_intervention,Hinglish,youtube_comment,SENDWISE-01795,honestly the tutorial discusses the underlying assumptions with enough detail honestly,db7c6fb8bf51d13b3a1a45c4320fe15a51fe9c4231f11be991db4a198fed1fec,db7c6fb8bf51,5,train
"this creepy shit needs to stop 🤡, during the conversation",1,Risk-Detected,sexual_content,high,edited,English,youtube_reply,SENDWISE-01796,this creepy shit needs to stop during the conversation,50d2474dde27b22b72b1832567474cfddd43882cae626cbc199f002caff070d2,50d2474dde27,3,train
"personally, the thread compares the previous version although a few parts need clarification. in my opinion",0,No-Detected-Risk,non_risk,none,no_intervention,English,youtube_comment,SENDWISE-01797,personally the thread compares the previous version although a few parts need clarification in my opinion,379200f7e392a56c227411de0178fb48345d1bb9b39c22500a6a9da50bdceede,379200f7e392,4,train
